linha_produto_x,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global,linha_key,confianca,linha_produto_y,custo_medio,custo_min,custo_max,cod_item_fuzzy,vl_medio,abc,desc_global_fuzzy,cod_item,prev_mes_rs,incerteza,prioridade,gap_custo_pct,ja_rodou_llm
AGULHA P/RAQUI TIPO QUINCKE 26GX3 1/2,PRODUTOS PARA SAUDE,1,['PROCARE'],87766,"agulha stimuplex a 22gx 2''/0,70x50mm ",0.56,87956,"agulha descart p/ raqui longa obeso - spinal 22g 0,70x178mm ",0.52,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,87930,agulha descart p/ raqui longa obeso 25g x 4 3/4 (0.53 x 120 mm) estéril,0.2643772480654275,92802,"introdutor p/ cateter picc 26ga 1,9 fr",0.8590834140777588,0.6126921324286372,0.86,0.2522703886400426,fuzz_wratio,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",AGULHA P/RAQUI TIPO QUINCKE 26GX3 1/2,revisar,AGULHA P/RAQUI TIPO QUINCKE 26GX3 1/2,3.546596,3.546596,3.546596,103581,1804.9,A,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",103581,62810.52,0.44,27637.0,-99.8,False
QUARTENARIO AMONIO PRONTO USO 1 LITRO,QUATERNARIO DE AMONIO E CLORIDRATO DE POLIHEXAMETILENO BIGUANIDA,1,['RIOQUIMICA'],108146,modulo proteico - body protein sabor neutro,0.56,108146,modulo proteico - body protein sabor neutro,0.56,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,83922,teste bowie dick pct pronto,0.1829526019530708,111955,"alcool espuma universal 1,4l",0.7669568657875061,0.5859818935481154,0.86,0.2605861617147096,fuzz_wratio,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",QUARTENARIO AMONIO PRONTO USO 1 LITRO,revisar,QUARTENARIO AMONIO PRONTO USO 1 LITRO,8.156667,8.156667,8.156667,103581,1804.9,A,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",103581,62810.52,0.44,27637.0,-99.5,False
DISP TRANSF SOL PONTA DUPLA (TRANSOFIX),PRODUTOS PARA SAUDE,1,['DESCARPACK'],87800,dispositivo p/ lavagem sistema fechado ponta dupla,0.56,112490,transdutor de pressao descartavel truwave,0.49,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,87800,dispositivo p/ lavagem sistema fechado ponta dupla,0.3177922114524771,87942,equipo enteral bic 402112pl - ponta lanceta,0.6333062648773193,0.5722196952659593,0.86,0.1988666742703391,fuzz_wratio,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",DISP TRANSF SOL PONTA DUPLA (TRANSOFIX),revisar,DISP TRANSF SOL PONTA DUPLA (TRANSOFIX),0.371273,0.371273,0.371273,103581,1804.9,A,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",103581,62810.52,0.44,27637.0,-100.0,False
AGULHA P/RAQUI TIPO QUINCKE 25GX3 1/2,PRODUTOS PARA SAUDE,1,['PROCARE'],87448,agulha descart p/ raquianestesia 25g x 3 1/2 (0.53 x 88 mm) estéril,0.57,113452,agulha biopsia pro-mag 18g x 25cm ,0.54,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,87930,agulha descart p/ raqui longa obeso 25g x 4 3/4 (0.53 x 120 mm) estéril,0.2995302401020974,92802,"introdutor p/ cateter picc 26ga 1,9 fr",0.8590834140777588,0.6257227308359712,0.86,0.2378013864840739,fuzz_wratio,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",AGULHA P/RAQUI TIPO QUINCKE 25GX3 1/2,revisar,AGULHA P/RAQUI TIPO QUINCKE 25GX3 1/2,2.947743,2.947743,2.947743,103581,1804.9,A,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",103581,62810.52,0.43,27009.0,-99.8,False
AGULHA P/RAQUI TIPO QUINCKE 27GX3 1/2,PRODUTOS PARA SAUDE,1,['PROCARE'],87449,agulha descart p/ raquianestesia 27g x 3 1/2 (0.42 x 88 mm) estéril,0.57,111221,agulha de punção 18g x 7cm,0.54,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,87449,agulha descart p/ raquianestesia 27g x 3 1/2 (0.42 x 88 mm) estéril,0.2729296414060688,92802,"introdutor p/ cateter picc 26ga 1,9 fr",0.8590834140777588,0.6204026110967654,0.86,0.2470414450163782,fuzz_wratio,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",AGULHA P/RAQUI TIPO QUINCKE 27GX3 1/2,revisar,AGULHA P/RAQUI TIPO QUINCKE 27GX3 1/2,3.203105,3.203105,3.203105,103581,1804.9,A,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",103581,62810.52,0.43,27009.0,-99.8,False
EQUIPO MULTI 2 VIAS LLOCK CORTA FLUXO,PRODUTOS PARA SAUDE,5,"['DESCARPACK', 'LABOR IMPORT', 'MEDIX', 'SOLIDOR']",87717,equipo p/ artroscopia 04 vias cx.c/ 15 ou 30,0.53,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,0.51,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87717,equipo p/ artroscopia 04 vias cx.c/ 15 ou 30,0.2541325188864727,87621,torneira 3 vias luer lock,0.8182875514030457,0.5944840140579036,0.86,0.2488582121835576,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",EQUIPO MULTI 2 VIAS LLOCK CORTA FLUXO,revisar,EQUIPO MULTI 2 VIAS LLOCK CORTA FLUXO,0.9630012000000001,0.461912,2.84096,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.47,26391.0,-100.0,False
SABONETE RIOMAX CREMOSO 1 LITRO REFIL,COSMETICOS,1,['RIOQUIMICA'],83880,sabonete liquido perolado set soap 5 litros,0.58,83880,sabonete liquido perolado set soap 5 litros,0.55,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,83880,sabonete liquido perolado set soap 5 litros,0.341868476106887,111955,"alcool espuma universal 1,4l",0.8542598485946655,0.6372256649403105,0.86,0.2207097661995962,fuzz_wratio,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",SABONETE RIOMAX CREMOSO 1 LITRO REFIL,revisar,SABONETE RIOMAX CREMOSO 1 LITRO REFIL,28.5,28.5,28.5,103581,1804.9,A,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",103581,62810.52,0.42,26380.0,-98.4,False
VINCRISTINA (1MG/ML INJ FR 2ML),SULFATO DE VINCRISTINA,1,['ACCORD'],106331,etilefrina 10mg/ml sol inj amp 1ml,0.63,113736,propofol 10mg/ml sol inj fa 20ml,0.62,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,83676,gentamicina 40 mg/ml sol inj amp 2ml,0.1449881589682613,112392,bimequizumabe 160 mg/ml sol inj can preenc 1 ml bimzelx,0.9663840532302856,0.6442744424397093,0.9663840532302856,0.3163747456236864,spacy,112392,bimequizumabe 160 mg/ml sol inj can preenc 1 ml bimzelx,VINCRISTINA (1MG/ML INJ FR 2ML),revisar,VINCRISTINA (1MG/ML INJ FR 2ML),32.0,32.0,32.0,112392,6096.1,A,bimequizumabe 160 mg/ml sol inj can preenc 1 ml bimzelx,112392,70105.15000000001,0.37,25939.0,-99.5,False
EQUIPO MULTI 2 VIAS LSLIP CORTA FLUXO,PRODUTOS PARA SAUDE,2,"['MEDSONDA', 'TKL']",87678,equipo p/ hemotranfusao luer slip,0.55,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,0.53,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87717,equipo p/ artroscopia 04 vias cx.c/ 15 ou 30,0.2549209858950283,87621,torneira 3 vias luer lock,0.8182875514030457,0.6026417074596149,0.86,0.2458119647116905,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",EQUIPO MULTI 2 VIAS LSLIP CORTA FLUXO,revisar,EQUIPO MULTI 2 VIAS LSLIP CORTA FLUXO,0.6816585,0.575,0.788317,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.45,25268.0,-100.0,False
EQUIPO MULTI 4 VIAS LLOCK CORTA FLUXO,PRODUTOS PARA SAUDE,1,['DESCARPACK'],87717,equipo p/ artroscopia 04 vias cx.c/ 15 ou 30,0.56,84734,display multiuso a4 cristal pp dello,0.52,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87717,equipo p/ artroscopia 04 vias cx.c/ 15 ou 30,0.2537759295259604,87621,torneira 3 vias luer lock,0.8073402643203735,0.6002232387692668,0.86,0.244162263160339,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",EQUIPO MULTI 4 VIAS LLOCK CORTA FLUXO,revisar,EQUIPO MULTI 4 VIAS LLOCK CORTA FLUXO,0.99685,0.99685,0.99685,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.44,24707.0,-100.0,False
"ALPINIA ZERUMBET (0,08 ML/ML SOLUÂ¿Â¿O OLEOSA 15ML)",ALPINIA ZERUMBET (PERS.) B.L. BURTT & R.M. SM.,1,['HEBRON'],87234,"terbutalina 0,5 mg/ml sol inj amp 1 ml",0.56,87234,"terbutalina 0,5 mg/ml sol inj amp 1 ml",0.59,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,101241,paracetamol s/cor gts 140mg/ml 15ml,0.1059722134315597,86690,"dexametasona 0,1 mg/ml elixir fr 120 ml",0.8362643718719482,0.5904473170607016,0.86,0.3036149035213294,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp","ALPINIA ZERUMBET (0,08 ML/ML SOLUÂ¿Â¿O OLEOSA 15ML)",revisar,"ALPINIA ZERUMBET (0,08 ML/ML SOLUÂ¿Â¿O OLEOSA 15ML)",132.332944,132.332944,132.332944,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.44,24707.0,-99.7,False
"VIT. A, B12, B6 e C + TRIPTOFANO + Q10 + COLINA + CISTEINA + GLICINA (SACHE)","CISTEÃNA, MAGNÃSIO BISGLICINATO, BITARTARATO DE COLINA, GLICINA E COENZIMA Q10",1,['MY PACK'],88079,"fita médica suave hipoalergênica transparente 100mm x 4,5m",0.47,88079,"fita médica suave hipoalergênica transparente 100mm x 4,5m",0.47,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,83640,acetilcisteina 100 mg/ml sol inj amp 3 ml,0.2019802091981153,86943,magnesio + vitamina b3 cap ,0.6469182968139648,0.529779701202416,0.86,0.2436014309429388,fuzz_wratio,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,"VIT. A, B12, B6 e C + TRIPTOFANO + Q10 + COLINA + CISTEINA + GLICINA (SACHE)",revisar,"VIT. A, B12, B6 e C + TRIPTOFANO + Q10 + COLINA + CISTEINA + GLICINA (SACHE)",9.5,9.5,9.5,110761,2360.8,A,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,110761,43910.880000000005,0.53,23273.0,-99.6,False
VINCRISTINA (1 MG/ML INJ FR 1ML),SULFATO DE VINCRISTINA,1,['BERGAMO'],86758,epinefrina 1 mg/ml sol inj amp 1 ml,0.67,87238,tiamina 100 mg/ml sol inj 1 ml amp,0.62,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml",0.1484892486188616,112392,bimequizumabe 160 mg/ml sol inj can preenc 1 ml bimzelx,0.9663840532302856,0.6529746603698294,0.9663840532302856,0.315026848009705,spacy,112392,bimequizumabe 160 mg/ml sol inj can preenc 1 ml bimzelx,VINCRISTINA (1 MG/ML INJ FR 1ML),revisar,VINCRISTINA (1 MG/ML INJ FR 1ML),25.7,25.7,25.7,112392,6096.1,A,bimequizumabe 160 mg/ml sol inj can preenc 1 ml bimzelx,112392,70105.15000000001,0.33,23135.0,-99.6,False
KIT COLETA URINA 1 TB N.EST 12ML AMAR,PRODUTOS PARA SAUDE,2,"['CRAL', 'J.PROLAB']",87498,coletor urina sistema aberto 1200ml,0.64,87498,coletor urina sistema aberto 1200ml,0.64,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,87498,coletor urina sistema aberto 1200ml,0.2449583417527552,108813,seringa descartavel s/ agulha  1 ml c/ rosca (luer lock),0.8038747310638428,0.6377666145633196,0.86,0.2404620028088823,fuzz_wratio,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",KIT COLETA URINA 1 TB N.EST 12ML AMAR,revisar,KIT COLETA URINA 1 TB N.EST 12ML AMAR,0.4212385,0.377477,0.465,103581,1804.9,A,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",103581,62810.52,0.36,22612.0,-100.0,False
SOMATROPINA INJETAVEL (4UI PO LIOF INJ C/DIL 1ML) C5,SOMATROPINA,2,"['BERGAMO', 'CRISTALIA']",83646,ampicilina sodica 1 g po liof inj fa,0.6,83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.58,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86494,"atropina 0,25 mg/ml sol inj amp 1 ml",0.3747382054274162,87705,frasco p/ nutricao enteral 300ml esteril c/ lacre ,0.8545854091644287,0.653864722918369,0.86,0.2055781875455888,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",SOMATROPINA INJETAVEL (4UI PO LIOF INJ C/DIL 1ML) C5,revisar,SOMATROPINA INJETAVEL (4UI PO LIOF INJ C/DIL 1ML) C5,45.0,33.5,56.5,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.4,22461.0,-99.9,False
SOMATROPINA INJETAVEL (12UI PO LIOF INJ C/DIL 2ML) C5,SOMATROPINA,1,['BERGAMO'],83646,ampicilina sodica 1 g po liof inj fa,0.6,83646,ampicilina sodica 1 g po liof inj fa,0.57,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86494,"atropina 0,25 mg/ml sol inj amp 1 ml",0.3636141193245923,87705,frasco p/ nutricao enteral 300ml esteril c/ lacre ,0.8545854091644287,0.6496399056978042,0.86,0.2102804163216781,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",SOMATROPINA INJETAVEL (12UI PO LIOF INJ C/DIL 2ML) C5,revisar,SOMATROPINA INJETAVEL (12UI PO LIOF INJ C/DIL 2ML) C5,112.8,112.8,112.8,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.4,22461.0,-99.8,False
IODOPOVIDONA TOPICO PVPI 10% 1 LITRO DERMO SUAVE TOPICO,IODOPOVIDONA,1,['RIOQUIMICA'],87217,"suxametonio, cloreto de 100 mg po liof inj fa",0.53,87217,"suxametonio, cloreto de 100 mg po liof inj fa",0.49,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,83878,sabonete liquido neutro 1000ml espuma extra suave,0.1536334949197007,106811,"agulha hipodérmica descartável 13x0,30 (30g/1,5)",0.7839950919151306,0.5635257173669663,0.86,0.2788572144657935,fuzz_wratio,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,IODOPOVIDONA TOPICO PVPI 10% 1 LITRO DERMO SUAVE TOPICO,revisar,IODOPOVIDONA TOPICO PVPI 10% 1 LITRO DERMO SUAVE TOPICO,0.0,0.0,0.0,110761,2360.8,A,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,110761,43910.880000000005,0.47,20638.0,-100.0,False
AGULHA DESC 30X08 C/DISP SEG,PRODUTOS PARA SAUDE,1,['SR'],88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.64,88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.64,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87445,agulha descartavel 25 x 7,0.3398504178059317,87550,seringa descartavel s/ agulha 50ml c/ rosca ,0.8291924595832825,0.6618085754778429,0.86,0.2073074339191565,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",AGULHA DESC 30X08 C/DISP SEG,revisar,AGULHA DESC 30X08 C/DISP SEG,0.24,0.24,0.24,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.36,20215.0,-100.0,False
AGULHA DESC 30X07 C/DISP SEG,PRODUTOS PARA SAUDE,2,"['SR', 'VENPER']",88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.64,88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.64,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87445,agulha descartavel 25 x 7,0.3386005784630327,87550,seringa descartavel s/ agulha 50ml c/ rosca ,0.8291924595832825,0.661558607609263,0.86,0.2077928838144725,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",AGULHA DESC 30X07 C/DISP SEG,revisar,AGULHA DESC 30X07 C/DISP SEG,0.1725,0.165,0.18,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.36,20215.0,-100.0,False
"COLETOR PERF CORTANTE 1,5L AMARELO PREMI",PRODUTOS PARA SAUDE,1,['DESCARBOX'],84183,caixa coletora p/ material perfurocortante 13l,0.56,84183,caixa coletora p/ material perfurocortante 13l,0.56,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig",0.86,84182,caixa coletora p/ material perfurocortante 7l,0.3470450921393706,111955,"alcool espuma universal 1,4l",0.8444285988807678,0.6342947382040277,0.86,0.2171697953325811,fuzz_wratio,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig","COLETOR PERF CORTANTE 1,5L AMARELO PREMI",revisar,"COLETOR PERF CORTANTE 1,5L AMARELO PREMI",2.59,2.59,2.59,86874,2389.1,A,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig",86874,45153.99,0.44,19868.0,-99.9,False
"GLICEROL 0,91G USO LACTENTE/INFANTIL",GLICERINA,1,['PHARMASCIENCE '],102358,gaze esteril pipoca infantil c/ 10 un,0.56,102358,gaze esteril pipoca infantil c/ 10 un,0.53,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig",0.86,84925,aminoven infantil 10% 100ml fr,0.2787191809181973,86942,"macrogol 3350 + bicarbonato de sodio + cloreto de sodio + cloreto de potassio 13,125 g + 0,1775 g + 0,3507 g + 0,0466 g env or 14 g (muvinlax)",0.8118824362754822,0.608120323438736,0.86,0.2355237956386569,fuzz_wratio,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig","GLICEROL 0,91G USO LACTENTE/INFANTIL",revisar,"GLICEROL 0,91G USO LACTENTE/INFANTIL",0.866667,0.866667,0.866667,86874,2389.1,A,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig",86874,45153.99,0.44,19868.0,-100.0,False
POLICARBOFILA + COPOLIMERO PVM/MA + LACTATO DE SÂ¿DIO (24G SABONETE) ,POLICARBOFILA + COPOLIMERO PVM/MA + LACTATO DE SÃDIO,1,['FQM'],83880,sabonete liquido perolado set soap 5 litros,0.52,83939,vacuometro de parede c/ frasco de polipropileno 400ml,0.51,86825,fosfato de ruxolitinibe 20 mg com jakavi,0.86,111118,"sabonete espuma universal com cheiro 1,4l",0.2118319548749437,87624,cateter venoso central ag 22g intracath ,0.8003718852996826,0.5804407680349253,0.86,0.2602933469661868,fuzz_wratio,86825,fosfato de ruxolitinibe 20 mg com jakavi,POLICARBOFILA + COPOLIMERO PVM/MA + LACTATO DE SÂ¿DIO (24G SABONETE),revisar,POLICARBOFILA + COPOLIMERO PVM/MA + LACTATO DE SÂ¿DIO (24G SABONETE) ,14.7026,14.7026,14.7026,86825,458.17,A,fosfato de ruxolitinibe 20 mg com jakavi,86825,39860.79,0.48,19133.0,-96.8,False
KIT COLETA URINA 2 TB EST 12ML VERM,PRODUTOS PARA SAUDE,1,['J.PROLAB'],87498,coletor urina sistema aberto 1200ml,0.66,87498,coletor urina sistema aberto 1200ml,0.6,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87498,coletor urina sistema aberto 1200ml,0.2456329781085581,84214,clorexidina degermante 2% 1000ml (s/ bico),0.8242006301879883,0.6379667216593093,0.86,0.2448645283688122,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",KIT COLETA URINA 2 TB EST 12ML VERM,revisar,KIT COLETA URINA 2 TB EST 12ML VERM,0.6992,0.6992,0.6992,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.34,19092.0,-100.0,False
SUPORTE PARA COLETOR,PRODUTOS PARA SAUDE,3,['DESCARBOX'],87785,coletor p/ broncoscopia,0.57,84182,caixa coletora p/ material perfurocortante 7l,0.53,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,88026,placa protetora de pele + suporte adesivo flexivel 57mm ref. 401612,0.3265213217821581,92841,espacador para nebulizacao transparente adulto,0.7743892073631287,0.6121821058290574,0.86,0.2108673543796943,fuzz_wratio,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,SUPORTE PARA COLETOR,revisar,SUPORTE PARA COLETOR,17.673333333333336,16.19,19.01,110761,2360.8,A,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,110761,43910.880000000005,0.43,18882.0,-99.3,False
AGULHA DESC 25X07 C/DISP SEG,PRODUTOS PARA SAUDE,1,['SR'],107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.67,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.67,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87445,agulha descartavel 25 x 7,0.3523439547119152,87550,seringa descartavel s/ agulha 50ml c/ rosca ,0.8291924595832825,0.6763072828590395,0.86,0.2013384546050015,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",AGULHA DESC 25X07 C/DISP SEG,revisar,AGULHA DESC 25X07 C/DISP SEG,0.17,0.17,0.17,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.33,18530.0,-100.0,False
KIT COLETA URINA 2 TB EST 12ML AMAR/VERM,PRODUTOS PARA SAUDE,1,['CRAL'],87498,coletor urina sistema aberto 1200ml,0.67,87498,coletor urina sistema aberto 1200ml,0.61,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87498,coletor urina sistema aberto 1200ml,0.2272540406857849,114778,insulina glargina 100 u/ml sol inj refil 3 ml,0.804344892501831,0.6343197866375232,0.86,0.2487001942613001,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",KIT COLETA URINA 2 TB EST 12ML AMAR/VERM,revisar,KIT COLETA URINA 2 TB EST 12ML AMAR/VERM,0.622077,0.622077,0.622077,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.33,18530.0,-100.0,False
ASPARAGINASE (10.000UI PO LIOF SOL INJ IV FA) ,ASPARAGINASE,1,['BAGO'],86444,alfaepoetina 4.000 ui po liof inj fa ,0.68,86444,alfaepoetina 4.000 ui po liof inj fa ,0.66,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,108106,insulina asparte 100 u / ml sol inj fa 10 ml fiasp,0.2358919693828588,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.7144214510917664,0.630062684094925,0.86,0.2338525719095698,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",ASPARAGINASE (10.000UI PO LIOF SOL INJ IV FA),revisar,ASPARAGINASE (10.000UI PO LIOF SOL INJ IV FA) ,1383.99994,1383.99994,1383.99994,110403,51047.0,A,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",110403,56151.700000000004,0.32,17969.0,-97.3,False
